72	-1.17349594 -0.15459111 -0.74352421 2.65089942 1.94350739 -3.08423581 0.92846053 -1.36353302 1.83287511 -1.43710024 0.52243673 2.06088481 2.79248407 0.35329282 -2.46060936 -2.64211461 -2.05396575 -3.30946271 0.33761741 -2.57305679 -2.67134670 -1.73336771 -1.45331324 3.00692761 -2.91247670 2.09217239 0.02558599 -0.23270253 -2.12619533 -2.03971020
73	-1.36458606 -0.24565205 -0.39327034 2.55154065 1.87622361 -2.63131859 0.56640188 -0.91491017 1.88009424 -1.34898022 0.50195782 1.66715278 2.51124058 -0.05554857 -2.81021180 -2.55646116 -2.28043226 -3.19341977 0.47828501 -2.59246052 -2.52407311 -1.67158946 -1.56146946 2.80825751 -2.45611892 2.30593287 0.52860001 -0.10596792 -1.93933002 -1.86092767
74	-1.30610289 -0.14974966 -0.74971279 2.98770728 2.27991681 -3.02547437 0.97864904 -0.95157678 1.48255482 -1.01186244 0.05540310 1.82290761 2.51101606 0.34438469 -2.65180066 -2.40976942 -2.28491005 -2.73807076 0.65619159 -2.41661891 -2.19468078 -1.36630001 -1.31402124 2.66254925 -2.49181471 2.07363828 0.10193286 -0.53624640 -2.36302779 -2.17063482
75	-1.21620566 0.01961245 -0.81211085 2.60215923 2.08463352 -2.67627353 0.47585322 -1.42766717 1.45957455 -1.18146172 0.59784440 2.04634150 3.01651247 0.32969274 -2.38872762 -2.44757761 -2.16124602 -3.03410106 0.47254548 -2.31579285 -2.67316185 -1.39386875 -1.48140375 3.06181526 -2.58513985 1.97749555 0.53207851 -0.48675991 -2.20091995 -2.06835727
76	-1.25751133 -0.44697530 -0.58891097 2.46618445 2.17411016 -2.97663615 0.81022297 -1.42767982 1.89943156 -1.40655897 0.36318126 1.59671305 2.87231577 -0.15695333 -2.58727439 -2.47703739 -1.97031402 -3.30362198 0.44699427 -2.66635347 -2.10477406 -1.66159666 -1.09529598 2.84945567 -2.40617391 2.37235019 0.27786618 -0.12943202 -2.20260545 -1.96154818
77	-1.48541669 -0.49908647 -0.59995997 2.96115680 2.35671589 -2.69285019 0.93386803 -1.19061335 1.38225686 -1.04000671 0.63478297 1.58205905 2.61011236 0.00477188 -2.68781268 -2.56234932 -2.10767387 -2.87853597 0.23715501 -2.46322140 -2.32627580 -1.20045752 -1.14975989 2.68121617 -2.56923992 1.94883267 0.58028428 -0.25789007 -2.03162742 -1.72129414
78	-1.18586361 0.03744453 -0.72816819 2.49330415 2.05694778 -2.71007828 0.77496041 -1.05284556 1.44387384 -1.45077710 0.23585532 2.11454234 2.63807322 -0.00178036 -2.34457274 -2.28220946 -2.35626368 -2.94542763 0.52449537 -2.61950432 -2.08624628 -1.66361103 -1.17052024 2.94774242 -2.90888119 2.19670464 0.48902094 -0.23183290 -2.02521748 -2.00033352
79	-1.73208699 -0.13620879 -0.61384237 2.80753968 2.03924535 -2.77513266 0.64084505 -1.27353143 1.85142186 -1.07975971 0.20157306 1.81741473 2.94297054 -0.13486798 -2.36459312 -2.52053768 -2.15122476 -3.25298127 0.55444214 -2.67446787 -2.14336966 -1.51159718 -1.08901253 3.21091982 -2.46838224 1.89514035 0.51873687 -0.61046822 -2.16271015 -1.83771023
80	-1.25740065 -0.21784931 -0.78661973 2.48775435 2.35941647 -2.72184828 1.05414842 -1.05185577 1.32735972 -1.29998705 0.12422375 1.83123705 2.76847290 -0.06287557 -2.69082001 -2.22065573 -2.46563105 -3.08216768 0.56412187 -2.69911150 -2.62125939 -1.61299562 -1.19098650 2.82134934 -2.41085092 1.83842174 0.04337064 -0.57195800 -2.12900343 -2.05239410
81	-2.89818637 0.80586219 -1.53009651 -1.15524327 -1.64980769 -2.62695465 2.63408558 1.34307624 1.43815328 1.74955858 0.24316334 2.39522294 1.96126042 -0.72410150 -0.00675146 2.42012904 2.26026642 1.08569530 -1.10727152 0.28660987 -2.24197264 1.43234102 0.32420619 -2.02797183 2.76704355 2.03553283 0.81507707 0.43857629 0.17046574 -0.30316123
82	-3.01706903 1.03864377 -1.80354182 -1.47222999 -1.43938973 -2.44608185 3.08166804 1.53671199 1.64939976 2.01475667 0.62316792 2.39293978 1.98353234 -0.76682071 -0.52545354 2.43269277 2.75642146 1.45047352 -0.96848548 0.47473377 -1.96308821 1.06215215 0.32412081 -2.07954857 2.69076309 1.61662275 0.83541051 0.56310046 0.19345234 -0.56814745
83	-3.11110568 1.08326035 -1.84384505 -1.07207537 -1.82843211 -2.75480237 2.90277799 1.38594724 1.61929803 2.28624453 0.66641839 2.33493096 1.88607726 -0.40409798 -0.21897192 2.72899502 2.33201850 1.36476314 -0.84613063 0.31327420 -2.24998269 1.10718930 0.05238945 -1.95080909 3.17840844 1.86375475 1.22747286 0.02103547 0.08731049 -0.69138141
84	-2.93762629 1.07304619 -1.81511892 -1.18576874 -1.60617458 -2.39078310 3.08403026 1.63135580 1.38126707 2.15431114 0.40798441 2.17565968 2.27827559 -0.66903676 -0.38376137 2.30477864 2.40707200 1.29969612 -1.33354198 0.55194394 -2.35514107 0.99994382 0.25563220 -2.13944528 2.79690810 1.92144102 0.80391106 0.08433162 0.45022928 -0.32877568
85	-3.04323056 1.09748744 -1.90010197 -1.39709111 -1.51018364 -2.53523279 3.13565761 1.30027798 1.60046983 2.23861430 0.50699849 2.55179047 2.18305308 -0.68993942 -0.44793031 2.22543709 2.19862098 1.23630510 -1.42907122 0.50690046 -2.22223370 1.24025795 0.36430387 -1.69610660 2.71334491 1.68510819 0.65738377 0.01849932 0.22340859 -0.43838339
86	-3.27685014 0.93613538 -1.43099072 -1.24251581 -1.46355586 -2.30891490 2.89640284 1.74394237 1.44069575 1.69230870 0.19036912 2.38921145 2.27094543 -0.71487081 -0.16366684 2.52303588 2.17688032 1.33768772 -1.16340195 0.48024246 -2.14860323 1.33375069 0.11778536 -1.71888764 3.06763385 1.80359558 1.14621813 0.34605753 0.07943325 -0.24198697
87	-2.91190749 0.84722794 -1.81625734 -1.20025197 -1.50667352 -2.31175462 2.95436107 1.31159893 1.36972476 2.06584959 0.35245482 2.27400968 2.37016822 -0.21550290 -0.43685285 2.29168681 2.47607606 0.91395833 -1.40096806 0.33417053 -2.27052485 1.01657424 0.63617437 -1.77774079 3.04166839 2.10330677 1.17913744 0.01087507 0.01301277 -0.77168429
88	-2.90228784 0.81029254 -1.57003607 -1.17297733 -1.77373735 -2.48578741 3.16254013 1.39670215 1.38995069 1.68991486 0.41767047 2.75505535 2.39982722 -0.30386958 -0.27465646 2.41928787 2.53684871 1.48859794 -0.87101143 0.81951374 -2.37785571 1.12636219 0.04169779 -1.98735869 3.12044073 1.94388370 0.92468477 0.17824178 0.42378948 -0.71802360
89	-2.94606641 0.84594722 -1.50687906 -1.17379636 -1.94283066 -2.41286845 2.90885273 1.72479794 1.44103096 2.27595764 0.35923158 2.37903524 2.24898341 -0.70399574 -0.16303122 2.30227095 2.57779072 1.06305972 -1.29496851 0.68734951 -2.28411632 1.13650678 0.45634513 -2.02919246 2.80235354 1.59063515 0.89175598 -0.01755380 0.22575500 -0.28896577
90	-3.43536880 1.32195539 -1.48386084 -1.53855560 -1.86157594 -2.77832656 2.98254012 1.31952676 1.75092152 2.23953136 0.40382602 2.21397067 1.94542373 -0.23706331 -0.47846526 2.38858848 2.14437527 1.24401790 -1.16187141 0.70883086 -2.14407169 1.14263844 0.59716451 -2.11990556 2.84670132 1.59575804 0.81721160 0.16805608 0.47089793 -0.26842045
91	1.31791084 2.04386543 3.15559893 -2.80924731 2.92892054 -0.14670439 -2.79514039 -0.92033348 1.05612484 2.30172388 -1.88999533 0.52886880 1.75142432 -0.14630278 0.04346551 -0.86127478 1.91743125 -1.94474068 2.66947147 -2.86937485 2.59436738 -2.93905248 -0.31112385 -1.77622923 -0.48904624 3.04329064 -0.42681894 0.73143166 1.21224965 0.09612059
92	1.12801606 2.03093488 3.20099026 -3.02765950 2.58627195 -0.43086666 -2.41931317 -0.70424872 1.11851974 2.80001662 -1.73095173 0.43243515 1.93889679 -0.13373272 0.21660337 -0.62271572 1.93134843 -2.12446873 2.90369822 -2.42624805 2.27558449 -2.68352463 -0.70258853 -1.28088373 -0.00058186 2.95669166 -0.39167339 0.80193780 0.71668280 0.46104111
93	1.04852273 2.57645624 2.95788068 -3.00818303 2.88185004 -0.22351295 -2.41406063 -0.43253950 1.37785181 2.50478954 -2.03271524 0.46529121 1.75566810 -0.04441103 -0.05291439 -0.69706719 1.87515160 -2.11908337 2.86211110 -2.79693972 2.17861008 -3.17255190 -0.46704311 -1.42108015 -0.55310134 2.77731463 -0.80978658 0.40908805 0.86105975 0.25379492
94	1.14345747 2.15670815 2.74806356 -2.60182087 2.36831196 -0.53319796 -2.41039239 -1.02179200 1.50724273 2.32261072 -1.76738750 0.57057608 1.57010248 -0.25829800 0.16048875 -0.58865799 2.01690702 -2.41109758 3.00670625 -2.50813839 2.50665844 -3.18940052 -0.51954325 -1.80566687 -0.39955378 3.06170142 -0.20816009 0.80158363 1.27516633 0.39622707
95	1.16118836 2.14947602 3.19918460 -2.61106420 2.91307121 -0.56171854 -2.77518958 -0.50097119 1.21510835 2.36060549 -1.90435839 0.86541736 1.74217150 -0.01000861 -0.17720139 -0.57031361 1.96993138 -1.95859462 3.11065980 -2.51334034 2.48831091 -3.19289799 -0.64265704 -1.78651612 0.03473762 3.21122023 -0.42883015 0.51543861 1.03378335 0.06901039
96	1.48696936 2.06479971 3.23321703 -2.62338444 2.39861607 -0.25714377 -2.51095914 -0.77250649 1.37483500 2.28108053 -1.81392674 0.43043659 1.68825150 -0.06744190 0.17672705 -0.84618439 1.64904242 -2.17692143 2.93001153 -2.64788576 2.35343977 -2.77934165 -0.78274910 -1.76205906 -0.22698829 2.95475951 -0.31923193 0.33707666 1.09285470 0.28406740
97	1.23391442 2.39331925 3.14365501 -2.44317256 2.56005983 -0.56760038 -2.42779756 -0.77112773 1.40009843 2.68762295 -1.90086724 0.82827009 1.63084035 0.06993061 0.03852287 -0.47789289 1.69484485 -2.40120597 3.07273461 -2.94216416 2.46606745 -3.05119317 -0.64958243 -1.43538629 -0.49656930 2.97138993 -0.20102915 0.81643368 1.01343726 0.47074614
98	1.10994365 2.20387352 2.96968863 -2.68990611 2.50739842 -0.04607439 -2.59780477 -0.71132906 1.42804032 2.24883795 -1.88338617 0.27326822 1.90781160 -0.09944415 0.08846472 -0.77774005 2.07978891 -2.28915699 2.87259089 -2.88609065 2.44055419 -3.08827720 -0.16944116 -1.23655492 -0.44091637 2.81094545 -0.34784738 0.76912601 1.16263352 0.56499150
99	1.37351949 2.01111056 2.90117788 -2.58378640 2.73748574 -0.49569019 -2.74250111 -0.96753364 1.45381288 2.83100061 -1.83227427 0.84203548 1.97548750 0.13844135 -0.21888021 -0.76513838 1.72504144 -2.50021372 3.05673348 -2.42913205 2.51141135 -2.84120845 -0.19480895 -1.70336086 -0.22660565 3.03175465 -0.76909123 0.76379757 1.10786287 0.34663307
100	1.55763046 2.06047688 3.29541587 -2.59736205 2.80805829 -0.20539310 -2.59113237 -0.71208485 1.33157504 2.66650209 -2.01372893 0.39773863 1.54615139 0.00224522 0.27106728 -0.84263315 1.60082717 -2.06953680 2.77032283 -2.88325409 2.41452865 -2.62961412 -0.34107062 -1.25115199 -0.07562271 3.08622804 -0.27454895 0.34311978 0.80768366 0.48298415
0	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
